emp_no,dept_no,dept_name,title,to_date,birth_date
205146,d008,Research,Senior Staff,9999-01-01,1955-12-01
205150,d005,Development,Senior Engineer,9999-01-01,1952-03-12
205154,d008,Research,Engineer,9999-01-01,1955-08-18
205156,d005,Development,Engineer,9999-01-01,1955-08-17
205157,d005,Development,Senior Engineer,9999-01-01,1954-06-25
205159,d007,Sales,Senior Staff,9999-01-01,1955-12-01
205160,d005,Development,Engineer,9999-01-01,1954-11-23
205163,d004,Production,Senior Engineer,9999-01-01,1952-11-14
205165,d004,Production,Senior Engineer,9999-01-01,1953-08-31
205180,d008,Research,Senior Staff,9999-01-01,1954-11-26
205202,d008,Research,Staff,9999-01-01,1955-08-15
205203,d003,Human Resources,Senior Staff,9999-01-01,1954-08-13
205206,d006,Quality Management,Engineer,9999-01-01,1954-03-26
205207,d007,Sales,Senior Staff,9999-01-01,1953-11-05
205212,d004,Production,Engineer,9999-01-01,1953-03-06
205216,d004,Production,Engineer,9999-01-01,1955-04-02
205223,d004,Production,Senior Engineer,9999-01-01,1953-11-10
205225,d005,Development,Senior Engineer,9999-01-01,1954-01-07
205232,d001,Marketing,Senior Staff,9999-01-01,1952-03-30
205233,d009,Customer Service,Senior Staff,9999-01-01,1953-04-27
205235,d007,Sales,Senior Staff,9999-01-01,1955-12-31
205244,d009,Customer Service,Senior Staff,9999-01-01,1955-01-27
205245,d005,Development,Engineer,9999-01-01,1952-10-01
205248,d005,Development,Engineer,9999-01-01,1953-01-10
205251,d007,Sales,Senior Staff,9999-01-01,1955-08-02
205252,d005,Development,Senior Engineer,9999-01-01,1954-11-30
205255,d004,Production,Technique Leader,9999-01-01,1954-12-18
205260,d005,Development,Engineer,9999-01-01,1952-03-13
205261,d004,Production,Engineer,9999-01-01,1955-07-30
205262,d004,Production,Engineer,9999-01-01,1953-04-23
205265,d004,Production,Engineer,9999-01-01,1953-08-21
205266,d004,Production,Assistant Engineer,9999-01-01,1954-07-12
205272,d004,Production,Senior Engineer,9999-01-01,1955-05-22
205273,d005,Development,Engineer,9999-01-01,1955-07-03
205281,d004,Production,Engineer,9999-01-01,1954-10-04
205283,d004,Production,Engineer,9999-01-01,1953-07-23
205295,d006,Quality Management,Engineer,9999-01-01,1955-09-28
205297,d006,Quality Management,Engineer,9999-01-01,1955-06-18
205304,d004,Production,Engineer,9999-01-01,1953-10-22
205309,d003,Human Resources,Senior Staff,9999-01-01,1952-12-22
205313,d002,Finance,Senior Staff,9999-01-01,1953-08-04
205317,d009,Customer Service,Senior Staff,9999-01-01,1955-08-12
205318,d004,Production,Engineer,9999-01-01,1955-09-21
205320,d003,Human Resources,Senior Staff,9999-01-01,1954-04-21
205325,d007,Sales,Senior Staff,9999-01-01,1953-10-13
205330,d005,Development,Engineer,9999-01-01,1954-12-06
205331,d005,Development,Engineer,9999-01-01,1955-09-17
205332,d007,Sales,Staff,9999-01-01,1955-10-19
205336,d003,Human Resources,Staff,9999-01-01,1953-03-02
205343,d004,Production,Engineer,9999-01-01,1952-10-08
205346,d005,Development,Engineer,9999-01-01,1953-10-03
205347,d004,Production,Engineer,9999-01-01,1954-03-28
205350,d004,Production,Engineer,9999-01-01,1952-07-01
205352,d005,Development,Senior Engineer,9999-01-01,1952-06-11
205353,d004,Production,Engineer,9999-01-01,1955-07-16
205356,d007,Sales,Senior Staff,9999-01-01,1953-05-12
205357,d008,Research,Engineer,9999-01-01,1953-05-08
205359,d009,Customer Service,Senior Staff,9999-01-01,1952-10-04
205360,d005,Development,Assistant Engineer,9999-01-01,1955-09-18
205361,d005,Development,Senior Engineer,9999-01-01,1955-08-01
205364,d007,Sales,Senior Staff,9999-01-01,1952-07-19
205367,d005,Development,Technique Leader,9999-01-01,1954-08-19
205368,d004,Production,Engineer,9999-01-01,1953-05-06
205370,d007,Sales,Senior Staff,9999-01-01,1953-07-18
205378,d004,Production,Engineer,9999-01-01,1954-09-15
205381,d005,Development,Engineer,9999-01-01,1953-12-04
205383,d005,Development,Technique Leader,9999-01-01,1953-09-27
205388,d004,Production,Engineer,9999-01-01,1953-07-28
205389,d004,Production,Technique Leader,9999-01-01,1952-05-05
205393,d005,Development,Engineer,9999-01-01,1955-09-23
205395,d009,Customer Service,Staff,9999-01-01,1955-12-17
205409,d003,Human Resources,Senior Staff,9999-01-01,1955-01-05
205417,d005,Development,Engineer,9999-01-01,1955-04-08
205428,d002,Finance,Staff,9999-01-01,1954-01-04
205439,d004,Production,Engineer,9999-01-01,1952-03-11
205441,d001,Marketing,Senior Staff,9999-01-01,1953-10-25
205445,d003,Human Resources,Senior Staff,9999-01-01,1952-06-02
205446,d007,Sales,Staff,9999-01-01,1954-03-20
205450,d007,Sales,Senior Staff,9999-01-01,1953-06-22
205452,d003,Human Resources,Senior Staff,9999-01-01,1952-06-20
205469,d008,Research,Senior Staff,9999-01-01,1955-11-20
205471,d004,Production,Senior Staff,9999-01-01,1954-08-27
205472,d006,Quality Management,Engineer,9999-01-01,1954-10-21
205475,d005,Development,Engineer,9999-01-01,1952-07-17
205476,d005,Development,Engineer,9999-01-01,1954-10-11
205478,d009,Customer Service,Senior Staff,9999-01-01,1953-06-13
205484,d005,Development,Engineer,9999-01-01,1955-10-21
205488,d002,Finance,Staff,9999-01-01,1953-01-19
205489,d005,Development,Engineer,9999-01-01,1954-07-22
205492,d004,Production,Engineer,9999-01-01,1955-12-09
205498,d005,Development,Engineer,9999-01-01,1955-11-10
205503,d001,Marketing,Senior Staff,9999-01-01,1953-09-09
205504,d003,Human Resources,Senior Staff,9999-01-01,1952-06-24
205524,d004,Production,Engineer,9999-01-01,1952-11-23
205525,d002,Finance,Senior Staff,9999-01-01,1955-09-04
205526,d005,Development,Assistant Engineer,9999-01-01,1953-11-24
205528,d005,Development,Assistant Engineer,9999-01-01,1953-04-13
205529,d005,Development,Technique Leader,9999-01-01,1954-03-29
205538,d004,Production,Senior Engineer,9999-01-01,1952-12-03
205542,d007,Sales,Staff,9999-01-01,1953-12-07
205544,d005,Development,Engineer,9999-01-01,1954-12-10
205551,d001,Marketing,Senior Staff,9999-01-01,1953-11-26
205553,d003,Human Resources,Senior Staff,9999-01-01,1952-07-05
205557,d001,Marketing,Senior Staff,9999-01-01,1952-12-21
205559,d005,Development,Assistant Engineer,9999-01-01,1955-09-27
205567,d002,Finance,Senior Staff,9999-01-01,1954-05-21
205568,d003,Human Resources,Senior Staff,9999-01-01,1954-05-19
205570,d007,Sales,Senior Staff,9999-01-01,1953-04-04
205580,d005,Development,Engineer,9999-01-01,1955-11-08
205582,d004,Production,Engineer,9999-01-01,1952-07-28
205586,d007,Sales,Staff,9999-01-01,1952-05-31
205588,d004,Production,Engineer,9999-01-01,1955-04-14
205592,d009,Customer Service,Senior Staff,9999-01-01,1953-05-29
205597,d004,Production,Engineer,9999-01-01,1954-08-22
205605,d008,Research,Engineer,9999-01-01,1952-09-04
205608,d004,Production,Engineer,9999-01-01,1952-10-18
205611,d002,Finance,Senior Staff,9999-01-01,1953-09-07
205612,d004,Production,Engineer,9999-01-01,1954-08-29
205614,d005,Development,Engineer,9999-01-01,1952-06-03
205615,d004,Production,Engineer,9999-01-01,1953-09-03
205617,d004,Production,Technique Leader,9999-01-01,1955-08-05
205618,d007,Sales,Senior Staff,9999-01-01,1955-06-03
205619,d005,Development,Engineer,9999-01-01,1953-07-19
205621,d003,Human Resources,Senior Staff,9999-01-01,1955-06-11
205624,d008,Research,Senior Engineer,9999-01-01,1955-09-21
205629,d007,Sales,Staff,9999-01-01,1955-10-14
205631,d007,Sales,Staff,9999-01-01,1954-02-08
205637,d004,Production,Engineer,9999-01-01,1954-03-06
205638,d005,Development,Engineer,9999-01-01,1955-12-19
205643,d008,Research,Engineer,9999-01-01,1952-05-13
205645,d004,Production,Engineer,9999-01-01,1953-01-16
205650,d004,Production,Senior Engineer,9999-01-01,1953-12-15
205651,d004,Production,Engineer,9999-01-01,1954-10-16
205653,d005,Development,Engineer,9999-01-01,1953-12-27
205656,d009,Customer Service,Senior Staff,9999-01-01,1953-11-05
205670,d004,Production,Technique Leader,9999-01-01,1953-04-15
205673,d004,Production,Senior Engineer,9999-01-01,1953-03-29
205680,d005,Development,Technique Leader,9999-01-01,1953-01-02
205688,d005,Development,Engineer,9999-01-01,1953-09-20
205690,d009,Customer Service,Senior Staff,9999-01-01,1954-04-16
205700,d001,Marketing,Staff,9999-01-01,1953-09-05
205705,d002,Finance,Senior Staff,9999-01-01,1955-11-13
205712,d002,Finance,Senior Staff,9999-01-01,1955-12-02
205713,d005,Development,Engineer,9999-01-01,1955-11-19
205714,d005,Development,Senior Engineer,9999-01-01,1954-08-27
205716,d003,Human Resources,Senior Staff,9999-01-01,1952-11-27
205718,d004,Production,Senior Engineer,9999-01-01,1952-11-01
205719,d007,Sales,Senior Staff,9999-01-01,1955-05-23
205723,d001,Marketing,Senior Staff,9999-01-01,1952-09-08
205724,d006,Quality Management,Engineer,9999-01-01,1955-08-20
205727,d009,Customer Service,Engineer,9999-01-01,1955-04-25
205728,d001,Marketing,Staff,9999-01-01,1952-09-11
205731,d007,Sales,Senior Staff,9999-01-01,1953-06-22
205733,d008,Research,Senior Staff,9999-01-01,1953-11-08
205737,d004,Production,Engineer,9999-01-01,1952-09-02
205738,d005,Development,Senior Engineer,9999-01-01,1954-01-01
205746,d001,Marketing,Senior Staff,9999-01-01,1952-03-30
205749,d001,Marketing,Senior Staff,9999-01-01,1954-03-29
205750,d005,Development,Engineer,9999-01-01,1953-06-20
205753,d005,Development,Engineer,9999-01-01,1955-10-01
205760,d008,Research,Senior Staff,9999-01-01,1952-12-17
205761,d005,Development,Engineer,9999-01-01,1952-11-25
205778,d005,Development,Engineer,9999-01-01,1952-12-18
205779,d002,Finance,Senior Staff,9999-01-01,1952-10-03
205782,d008,Research,Senior Engineer,9999-01-01,1955-07-28
205788,d007,Sales,Senior Staff,9999-01-01,1955-07-25
205790,d005,Development,Engineer,9999-01-01,1953-07-02
205794,d007,Sales,Staff,9999-01-01,1955-06-22
205796,d001,Marketing,Senior Staff,9999-01-01,1954-05-27
205798,d004,Production,Engineer,9999-01-01,1954-11-04
205810,d005,Development,Senior Staff,9999-01-01,1952-04-12
205812,d004,Production,Engineer,9999-01-01,1952-07-20
205819,d009,Customer Service,Staff,9999-01-01,1953-12-29
205826,d008,Research,Senior Staff,9999-01-01,1954-01-17
205832,d004,Production,Assistant Engineer,9999-01-01,1953-04-25
205838,d009,Customer Service,Engineer,9999-01-01,1954-01-30
205839,d004,Production,Engineer,9999-01-01,1954-12-08
205843,d004,Production,Senior Engineer,9999-01-01,1954-08-31
205849,d007,Sales,Senior Staff,9999-01-01,1954-12-22
205850,d001,Marketing,Senior Staff,9999-01-01,1952-04-10
205853,d004,Production,Engineer,9999-01-01,1954-06-08
205855,d005,Development,Engineer,9999-01-01,1955-06-24
205856,d005,Development,Senior Engineer,9999-01-01,1953-04-16
205857,d003,Human Resources,Staff,9999-01-01,1952-02-26
205860,d006,Quality Management,Senior Engineer,9999-01-01,1952-08-23
205870,d007,Sales,Staff,9999-01-01,1954-12-21
205871,d007,Sales,Senior Staff,9999-01-01,1955-05-03
205872,d009,Customer Service,Senior Staff,9999-01-01,1953-09-01
205876,d006,Quality Management,Assistant Engineer,9999-01-01,1954-02-04
205879,d007,Sales,Senior Staff,9999-01-01,1955-07-02
205886,d007,Sales,Senior Staff,9999-01-01,1953-11-17
205890,d007,Sales,Senior Staff,9999-01-01,1954-09-28
205894,d004,Production,Assistant Engineer,9999-01-01,1952-10-23
205895,d009,Customer Service,Senior Staff,9999-01-01,1954-09-29
205896,d005,Development,Engineer,9999-01-01,1954-07-06
205899,d007,Sales,Senior Staff,9999-01-01,1954-07-14
205903,d004,Production,Engineer,9999-01-01,1955-10-22
205918,d007,Sales,Senior Staff,9999-01-01,1954-04-05
205920,d006,Quality Management,Engineer,9999-01-01,1953-12-11
205921,d007,Sales,Senior Staff,9999-01-01,1952-12-23
205924,d004,Production,Assistant Engineer,9999-01-01,1954-03-10
205927,d001,Marketing,Staff,9999-01-01,1955-08-29
205928,d004,Production,Engineer,9999-01-01,1954-05-17
205931,d008,Research,Senior Staff,9999-01-01,1953-06-06
205932,d005,Development,Assistant Engineer,9999-01-01,1953-09-21
205933,d007,Sales,Staff,9999-01-01,1955-09-14
205938,d007,Sales,Senior Staff,9999-01-01,1953-12-04
205941,d004,Production,Technique Leader,9999-01-01,1955-05-16
205944,d006,Quality Management,Engineer,9999-01-01,1953-03-21
205945,d005,Development,Engineer,9999-01-01,1952-06-13
205946,d009,Customer Service,Staff,9999-01-01,1955-05-01
205958,d008,Research,Senior Staff,9999-01-01,1953-11-11
205962,d002,Finance,Senior Staff,9999-01-01,1953-06-03
205963,d005,Development,Engineer,9999-01-01,1954-01-23
205968,d004,Production,Senior Engineer,9999-01-01,1952-02-07
205974,d005,Development,Engineer,9999-01-01,1955-03-30
205975,d009,Customer Service,Engineer,9999-01-01,1952-03-30
205978,d007,Sales,Senior Staff,9999-01-01,1955-10-10
205982,d005,Development,Senior Engineer,9999-01-01,1954-04-24
205986,d009,Customer Service,Staff,9999-01-01,1954-10-03
206000,d007,Sales,Senior Staff,9999-01-01,1954-01-18
206001,d005,Development,Engineer,9999-01-01,1955-11-07
206004,d005,Development,Engineer,9999-01-01,1955-02-24
206009,d004,Production,Senior Engineer,9999-01-01,1955-01-01
206014,d002,Finance,Senior Staff,9999-01-01,1952-12-26
206016,d001,Marketing,Senior Staff,9999-01-01,1953-05-05
206018,d005,Development,Engineer,9999-01-01,1953-04-23
206029,d007,Sales,Staff,9999-01-01,1952-03-01
206035,d008,Research,Senior Engineer,9999-01-01,1954-07-14
206041,d005,Development,Engineer,9999-01-01,1952-08-06
206053,d007,Sales,Senior Staff,9999-01-01,1954-03-18
206055,d004,Production,Technique Leader,9999-01-01,1955-05-05
206059,d005,Development,Engineer,9999-01-01,1955-08-01
206066,d007,Sales,Senior Staff,9999-01-01,1954-01-29
206067,d005,Development,Engineer,9999-01-01,1955-10-04
206076,d005,Development,Engineer,9999-01-01,1952-12-21
206079,d004,Production,Engineer,9999-01-01,1954-09-27
206083,d005,Development,Engineer,9999-01-01,1953-03-05
206084,d004,Production,Engineer,9999-01-01,1954-01-20
206089,d004,Production,Engineer,9999-01-01,1954-06-08
206091,d001,Marketing,Staff,9999-01-01,1954-02-17
206098,d006,Quality Management,Engineer,9999-01-01,1954-04-07
206105,d009,Customer Service,Staff,9999-01-01,1954-08-02
206110,d004,Production,Senior Staff,9999-01-01,1952-12-21
206114,d009,Customer Service,Senior Staff,9999-01-01,1954-03-03
206122,d005,Development,Engineer,9999-01-01,1955-05-09
206125,d005,Development,Engineer,9999-01-01,1954-03-30
206135,d007,Sales,Senior Staff,9999-01-01,1955-06-13
206146,d004,Production,Engineer,9999-01-01,1955-02-22
206147,d004,Production,Senior Engineer,9999-01-01,1955-08-28
206149,d004,Production,Senior Engineer,9999-01-01,1955-06-15
206159,d004,Production,Assistant Engineer,9999-01-01,1954-06-29
206163,d007,Sales,Senior Staff,9999-01-01,1953-10-24
206164,d002,Finance,Senior Staff,9999-01-01,1955-06-02
206165,d003,Human Resources,Staff,9999-01-01,1952-08-03
206168,d007,Sales,Senior Staff,9999-01-01,1955-07-18
206173,d002,Finance,Senior Staff,9999-01-01,1954-06-10
206175,d005,Development,Engineer,9999-01-01,1955-04-15
206177,d001,Marketing,Senior Staff,9999-01-01,1955-05-24
206180,d004,Production,Senior Engineer,9999-01-01,1952-04-10
206185,d005,Development,Engineer,9999-01-01,1955-09-26
206190,d004,Production,Senior Engineer,9999-01-01,1954-04-18
206191,d005,Development,Engineer,9999-01-01,1953-08-15
206193,d007,Sales,Senior Staff,9999-01-01,1955-02-28
206199,d005,Development,Technique Leader,9999-01-01,1952-10-25
206211,d009,Customer Service,Senior Staff,9999-01-01,1953-08-16
206215,d004,Production,Senior Engineer,9999-01-01,1955-05-13
206216,d004,Production,Senior Engineer,9999-01-01,1955-04-07
206223,d004,Production,Engineer,9999-01-01,1954-11-24
206227,d005,Development,Engineer,9999-01-01,1954-06-07
206230,d004,Production,Engineer,9999-01-01,1953-12-17
206231,d007,Sales,Senior Staff,9999-01-01,1952-02-07
206240,d004,Production,Engineer,9999-01-01,1952-02-03
206241,d007,Sales,Senior Staff,9999-01-01,1953-12-21
206245,d007,Sales,Senior Staff,9999-01-01,1952-02-24
206249,d004,Production,Engineer,9999-01-01,1955-01-02
206251,d005,Development,Engineer,9999-01-01,1952-07-24
206257,d004,Production,Engineer,9999-01-01,1953-07-02
206260,d004,Production,Senior Engineer,9999-01-01,1953-10-24
206262,d008,Research,Staff,9999-01-01,1955-03-21
206272,d004,Production,Engineer,9999-01-01,1952-09-13
206274,d001,Marketing,Staff,9999-01-01,1953-06-06
206277,d001,Marketing,Senior Staff,9999-01-01,1955-02-02
206285,d009,Customer Service,Assistant Engineer,9999-01-01,1952-07-23
206286,d004,Production,Engineer,9999-01-01,1952-09-26
206288,d005,Development,Engineer,9999-01-01,1953-12-13
206289,d005,Development,Engineer,9999-01-01,1954-06-17
206296,d003,Human Resources,Senior Staff,9999-01-01,1954-03-23
206298,d007,Sales,Senior Staff,9999-01-01,1955-11-01
206301,d005,Development,Engineer,9999-01-01,1953-04-20
206308,d001,Marketing,Staff,9999-01-01,1953-06-18
206313,d004,Production,Engineer,9999-01-01,1953-06-13
206324,d004,Production,Senior Engineer,9999-01-01,1952-12-21
206327,d001,Marketing,Senior Staff,9999-01-01,1953-08-19
206335,d002,Finance,Senior Staff,9999-01-01,1954-10-14
206338,d008,Research,Senior Staff,9999-01-01,1952-11-14
206339,d004,Production,Engineer,9999-01-01,1955-09-26
206343,d008,Research,Staff,9999-01-01,1955-10-22
206346,d005,Development,Senior Engineer,9999-01-01,1953-11-09
206350,d001,Marketing,Staff,9999-01-01,1952-11-03
206351,d004,Production,Senior Engineer,9999-01-01,1953-09-29
206354,d005,Development,Senior Engineer,9999-01-01,1955-12-21
206355,d004,Production,Engineer,9999-01-01,1954-05-18
206360,d005,Development,Engineer,9999-01-01,1952-08-11
206362,d009,Customer Service,Senior Staff,9999-01-01,1955-09-04
206368,d004,Production,Engineer,9999-01-01,1954-06-05
206369,d004,Production,Engineer,9999-01-01,1952-10-01
206374,d002,Finance,Senior Staff,9999-01-01,1953-10-05
206381,d004,Production,Senior Staff,9999-01-01,1954-02-24
206387,d005,Development,Engineer,9999-01-01,1955-01-10
206390,d005,Development,Engineer,9999-01-01,1953-08-10
206398,d004,Production,Assistant Engineer,9999-01-01,1953-04-10
206399,d009,Customer Service,Senior Engineer,9999-01-01,1954-02-15
206409,d003,Human Resources,Staff,9999-01-01,1954-09-09
206411,d005,Development,Engineer,9999-01-01,1953-08-02
206416,d001,Marketing,Senior Staff,9999-01-01,1954-10-14
206418,d005,Development,Senior Engineer,9999-01-01,1955-06-16
206427,d007,Sales,Senior Staff,9999-01-01,1955-10-25
206432,d005,Development,Assistant Engineer,9999-01-01,1954-10-17
206435,d007,Sales,Staff,9999-01-01,1954-10-25
206438,d005,Development,Engineer,9999-01-01,1955-05-21
206439,d002,Finance,Senior Staff,9999-01-01,1953-04-26
206442,d003,Human Resources,Senior Staff,9999-01-01,1954-08-26
206456,d006,Quality Management,Senior Engineer,9999-01-01,1954-12-18
206463,d007,Sales,Staff,9999-01-01,1952-11-26
206468,d004,Production,Engineer,9999-01-01,1952-11-30
206472,d004,Production,Assistant Engineer,9999-01-01,1953-10-08
206473,d005,Development,Assistant Engineer,9999-01-01,1952-07-29
206477,d009,Customer Service,Engineer,9999-01-01,1952-06-15
206481,d007,Sales,Senior Staff,9999-01-01,1955-05-27
206486,d001,Marketing,Senior Staff,9999-01-01,1955-06-26
206487,d002,Finance,Staff,9999-01-01,1954-12-15
206501,d005,Development,Engineer,9999-01-01,1954-03-26
206507,d005,Development,Engineer,9999-01-01,1955-05-20
206512,d006,Quality Management,Senior Engineer,9999-01-01,1955-03-25
206520,d005,Development,Engineer,9999-01-01,1955-11-29
206526,d007,Sales,Senior Staff,9999-01-01,1954-01-16
206529,d005,Development,Engineer,9999-01-01,1953-10-31
206530,d008,Research,Senior Staff,9999-01-01,1955-10-20
206531,d005,Development,Senior Engineer,9999-01-01,1954-02-13
206533,d004,Production,Technique Leader,9999-01-01,1955-01-04
206539,d005,Development,Engineer,9999-01-01,1952-03-20
206550,d007,Sales,Senior Staff,9999-01-01,1953-04-08
206553,d009,Customer Service,Engineer,9999-01-01,1954-08-12
206554,d007,Sales,Senior Staff,9999-01-01,1952-09-05
206559,d005,Development,Engineer,9999-01-01,1952-06-12
206560,d006,Quality Management,Technique Leader,9999-01-01,1953-06-02
206564,d008,Research,Senior Staff,9999-01-01,1952-03-13
206566,d005,Development,Senior Engineer,9999-01-01,1954-03-18
206568,d005,Development,Engineer,9999-01-01,1953-07-11
206570,d005,Development,Staff,9999-01-01,1953-08-13
206576,d007,Sales,Staff,9999-01-01,1952-06-15
206577,d005,Development,Engineer,9999-01-01,1952-06-16
206578,d007,Sales,Staff,9999-01-01,1953-02-25
206592,d003,Human Resources,Senior Staff,9999-01-01,1955-04-13
206593,d007,Sales,Senior Staff,9999-01-01,1953-06-15
206599,d005,Development,Technique Leader,9999-01-01,1953-09-11
206604,d004,Production,Senior Engineer,9999-01-01,1955-01-30
206607,d001,Marketing,Staff,9999-01-01,1952-09-20
206611,d008,Research,Senior Staff,9999-01-01,1953-10-09
206613,d008,Research,Staff,9999-01-01,1954-09-01
206625,d004,Production,Engineer,9999-01-01,1952-03-08
206631,d006,Quality Management,Senior Engineer,9999-01-01,1954-06-03
206632,d005,Development,Senior Engineer,9999-01-01,1952-09-13
206634,d009,Customer Service,Senior Staff,9999-01-01,1953-12-01
206636,d002,Finance,Senior Staff,9999-01-01,1955-01-04
206637,d005,Development,Engineer,9999-01-01,1953-09-03
206639,d005,Development,Senior Engineer,9999-01-01,1953-06-11
206648,d004,Production,Senior Engineer,9999-01-01,1952-08-05
206653,d002,Finance,Staff,9999-01-01,1955-07-16
206655,d004,Production,Assistant Engineer,9999-01-01,1955-09-18
206660,d004,Production,Engineer,9999-01-01,1955-04-08
206666,d004,Production,Engineer,9999-01-01,1955-08-16
206668,d007,Sales,Senior Staff,9999-01-01,1953-12-24
206674,d007,Sales,Staff,9999-01-01,1955-08-30
206678,d004,Production,Engineer,9999-01-01,1952-12-26
206680,d002,Finance,Staff,9999-01-01,1952-06-10
206686,d007,Sales,Senior Staff,9999-01-01,1953-03-26
206692,d007,Sales,Senior Staff,9999-01-01,1953-07-11
206697,d007,Sales,Staff,9999-01-01,1952-03-10
206707,d005,Development,Engineer,9999-01-01,1954-11-19
206710,d008,Research,Engineer,9999-01-01,1955-02-08
206711,d009,Customer Service,Senior Staff,9999-01-01,1953-08-29
206713,d004,Production,Senior Engineer,9999-01-01,1955-02-18
206718,d007,Sales,Senior Staff,9999-01-01,1954-07-16
206719,d007,Sales,Senior Staff,9999-01-01,1954-05-29
206731,d006,Quality Management,Engineer,9999-01-01,1954-09-27
206732,d005,Development,Engineer,9999-01-01,1954-01-27
206733,d009,Customer Service,Senior Staff,9999-01-01,1955-10-22
206737,d002,Finance,Senior Staff,9999-01-01,1952-06-20
206739,d005,Development,Engineer,9999-01-01,1952-07-26
206744,d007,Sales,Staff,9999-01-01,1955-09-11
206746,d008,Research,Senior Engineer,9999-01-01,1955-01-19
206747,d008,Research,Senior Staff,9999-01-01,1953-11-08
206749,d004,Production,Assistant Engineer,9999-01-01,1953-12-12
206758,d002,Finance,Senior Staff,9999-01-01,1953-02-24
206760,d008,Research,Senior Staff,9999-01-01,1953-07-17
206762,d004,Production,Engineer,9999-01-01,1955-09-21
206763,d008,Research,Engineer,9999-01-01,1952-06-11
206764,d005,Development,Engineer,9999-01-01,1953-06-22
206765,d005,Development,Engineer,9999-01-01,1952-11-23
206770,d004,Production,Technique Leader,9999-01-01,1953-08-08
206771,d005,Development,Engineer,9999-01-01,1954-01-20
206774,d004,Production,Engineer,9999-01-01,1955-07-21
206777,d004,Production,Engineer,9999-01-01,1954-03-31
206792,d006,Quality Management,Assistant Engineer,9999-01-01,1952-09-16
206794,d006,Quality Management,Engineer,9999-01-01,1954-09-21
206802,d008,Research,Senior Staff,9999-01-01,1955-01-29
206803,d004,Production,Technique Leader,9999-01-01,1953-10-24
206804,d005,Development,Engineer,9999-01-01,1953-02-14
206809,d004,Production,Senior Engineer,9999-01-01,1952-08-02
206812,d005,Development,Engineer,9999-01-01,1954-11-20
206813,d009,Customer Service,Senior Staff,9999-01-01,1954-10-08
206815,d007,Sales,Senior Staff,9999-01-01,1955-05-26
206816,d005,Development,Senior Engineer,9999-01-01,1952-08-25
206817,d003,Human Resources,Senior Staff,9999-01-01,1954-06-26
206827,d004,Production,Engineer,9999-01-01,1952-07-26
206829,d007,Sales,Senior Staff,9999-01-01,1954-05-19
206834,d006,Quality Management,Engineer,9999-01-01,1952-08-08
206838,d007,Sales,Staff,9999-01-01,1953-10-14
206842,d005,Development,Engineer,9999-01-01,1953-03-18
206844,d007,Sales,Staff,9999-01-01,1954-02-16
206847,d007,Sales,Senior Staff,9999-01-01,1955-04-03
206848,d004,Production,Engineer,9999-01-01,1954-04-15
206851,d002,Finance,Senior Staff,9999-01-01,1952-12-01
206854,d006,Quality Management,Engineer,9999-01-01,1953-07-09
206855,d005,Development,Technique Leader,9999-01-01,1954-04-19
206859,d009,Customer Service,Assistant Engineer,9999-01-01,1954-12-13
206860,d007,Sales,Staff,9999-01-01,1953-02-14
206872,d007,Sales,Senior Staff,9999-01-01,1952-02-18
206873,d007,Sales,Senior Staff,9999-01-01,1953-07-10
206878,d004,Production,Engineer,9999-01-01,1953-12-16
206886,d005,Development,Senior Engineer,9999-01-01,1954-10-18
206889,d004,Production,Engineer,9999-01-01,1953-08-13
206890,d006,Quality Management,Engineer,9999-01-01,1954-09-16
206895,d009,Customer Service,Engineer,9999-01-01,1955-11-18
206902,d007,Sales,Staff,9999-01-01,1953-07-26
206905,d007,Sales,Senior Staff,9999-01-01,1954-08-17
206906,d007,Sales,Senior Staff,9999-01-01,1955-02-20
206916,d006,Quality Management,Engineer,9999-01-01,1955-05-15
206917,d007,Sales,Senior Staff,9999-01-01,1955-08-29
206921,d004,Production,Engineer,9999-01-01,1954-09-14
206929,d004,Production,Engineer,9999-01-01,1953-03-19
206935,d001,Marketing,Senior Staff,9999-01-01,1953-06-23
206942,d007,Sales,Senior Staff,9999-01-01,1953-12-19
206943,d007,Sales,Senior Staff,9999-01-01,1955-01-07
206949,d009,Customer Service,Senior Staff,9999-01-01,1954-03-11
206952,d005,Development,Senior Engineer,9999-01-01,1952-02-10
206954,d008,Research,Senior Staff,9999-01-01,1953-11-09
206955,d008,Research,Senior Staff,9999-01-01,1954-09-08
206974,d004,Production,Engineer,9999-01-01,1954-03-23
206976,d005,Development,Engineer,9999-01-01,1952-10-25
206987,d007,Sales,Staff,9999-01-01,1952-06-06
206995,d002,Finance,Senior Staff,9999-01-01,1955-11-23
206999,d003,Human Resources,Senior Staff,9999-01-01,1952-10-06
207005,d007,Sales,Staff,9999-01-01,1953-11-04
207008,d009,Customer Service,Engineer,9999-01-01,1952-04-18
207009,d004,Production,Engineer,9999-01-01,1953-10-18
207011,d002,Finance,Senior Staff,9999-01-01,1954-01-11
207012,d004,Production,Engineer,9999-01-01,1952-10-27
207014,d004,Production,Engineer,9999-01-01,1952-06-20
207016,d004,Production,Senior Engineer,9999-01-01,1952-07-30
207025,d005,Development,Engineer,9999-01-01,1955-02-25
207027,d007,Sales,Staff,9999-01-01,1953-07-23
207038,d009,Customer Service,Senior Staff,9999-01-01,1954-08-28
207041,d006,Quality Management,Engineer,9999-01-01,1953-11-21
